date,open,high,low,close,volume,ma20,ma50
2008.12.19 00:00:00,1.4265,1.431,1.3822,1.3912,36962,1.33718614112858,1.329117567910009
2008.12.22 00:00:00,1.3924,1.4124,1.3902,1.3948,18096,1.34267317530681,1.331693349560597
2008.12.23 00:00:00,1.3947,1.4021,1.3915,1.3925,13573,1.347418587182352,1.334077924087633
2008.12.24 00:00:00,1.3924,1.4018,1.3918,1.3968,8183,1.352121578879271,1.336537613339098
2008.12.26 00:00:00,1.4062,1.4115,1.4018,1.4025,3503,1.356919523747912,1.33912437360031
2008.12.29 00:00:00,1.4073,1.436,1.3914,1.3958,15769,1.360622426248111,1.341346947184611
2008.12.30 00:00:00,1.3957,1.4218,1.3939,1.4108,14608,1.36540124279591,1.344070596314627
2008.12.31 00:00:00,1.4107,1.4145,1.3849,1.3917,9585,1.367905886339156,1.345938416066994
2009.01.02 00:00:00,1.3964,1.3986,1.384,1.392,8591,1.370200563830665,1.347744752691818
2009.01.05 00:00:00,1.3885,1.3962,1.3546,1.3628,18168,1.369495748227745,1.348335154547041
2009.01.06 00:00:00,1.3629,1.3658,1.3313,1.3498,20342,1.367619962682246,1.348392599466765
2009.01.07 00:00:00,1.35,1.3746,1.3432,1.3655,19615,1.367418061474413,1.349063477919049
2009.01.08 00:00:00,1.3656,1.3797,1.3533,1.3703,20840,1.367692531810183,1.349896282706537
2009.01.09 00:00:00,1.3704,1.375,1.3414,1.3477,28856,1.365788481161594,1.349810153972947
2009.01.12 00:00:00,1.3461,1.3462,1.3289,1.3366,27871,1.363008625812871,1.349292108719106
2009.01.13 00:00:00,1.3364,1.337,1.314,1.318,33206,1.358722090021169,1.34806496720071
2009.01.14 00:00:00,1.3179,1.3336,1.3093,1.316,29393,1.354653319542962,1.346807517506565
2009.01.15 00:00:00,1.3164,1.3239,1.3026,1.3137,32323,1.350753003396014,1.345509183486699
2009.01.16 00:00:00,1.3136,1.3343,1.3136,1.3266,29877,1.348452717358298,1.344767646879378
2009.01.19 00:00:00,1.3351,1.3385,1.3058,1.3061,22922,1.344419125228936,1.343251268570383
2009.01.20 00:00:00,1.3062,1.3105,1.2855,1.2858,32883,1.338836351397609,1.340998277646054
2009.01.21 00:00:00,1.2859,1.3085,1.2824,1.3066,34845,1.335766222693075,1.339649325581503
2009.01.22 00:00:00,1.3065,1.3082,1.2906,1.3017,31481,1.332521820531829,1.33816111673517
2009.01.23 00:00:00,1.3016,1.3033,1.2764,1.2974,30383,1.329176885243084,1.336562641569085
2009.01.26 00:00:00,1.2918,1.3236,1.2861,1.3206,33174,1.328360039029457,1.335936655625199
2009.01.27 00:00:00,1.3207,1.3329,1.3118,1.3183,35138,1.32740194007427,1.33524502207127
2009.01.28 00:00:00,1.3182,1.3326,1.3102,1.3152,37089,1.326239850543387,1.334458942774357
2009.01.29 00:00:00,1.3151,1.3178,1.2932,1.2937,28144,1.323140817158303,1.332860552861637
2009.01.30 00:00:00,1.2938,1.294,1.2763,1.2811,33542,1.319136929809893,1.33083072725922
2009.02.02 00:00:00,1.2751,1.2898,1.2706,1.2814,26678,1.315542936494665,1.328892267366702
2009.02.03 00:00:00,1.2815,1.3056,1.28,1.3016,29803,1.314215037780888,1.327821982371929
2009.02.04 00:00:00,1.3015,1.3069,1.2812,1.2834,31058,1.311280272277946,1.32607994384754
2009.02.05 00:00:00,1.2835,1.2904,1.276,1.2786,28317,1.308167865394332,1.324217985265283
2009.02.06 00:00:00,1.2787,1.2991,1.2746,1.2939,24904,1.306809021071062,1.323029044666645
2009.02.09 00:00:00,1.29713,1.3093,1.28733,1.29995,45338,1.306155780969056,1.322123984091482
2009.02.10 00:00:00,1.30005,1.3074,1.28095,1.2907,40170,1.304683801829146,1.320891670989855
2009.02.11 00:00:00,1.2908,1.2996,1.2832,1.28855,29419,1.30314724927399,1.319623370166724
2009.02.12 00:00:00,1.28895,1.29425,1.272,1.28955,30518,1.301852273152657,1.318444022317048
2009.02.13 00:00:00,1.28945,1.29415,1.282,1.28615,25456,1.30035681856669,1.317177590069321
2009.02.16 00:00:00,1.2792,1.2825,1.2726,1.27961,18156,1.298380931084148,1.315704351243073
2009.02.17 00:00:00,1.27952,1.27998,1.2562,1.25775,35533,1.294511318599944,1.313431631586482
2009.02.18 00:00:00,1.25785,1.264,1.2512,1.25538,30432,1.29078452635233,1.311155097014463
2009.02.19 00:00:00,1.25536,1.27595,1.25395,1.26875,31375,1.28868600003306,1.309492152033504
2009.02.20 00:00:00,1.26865,1.2884,1.25565,1.28255,27279,1.288101619077531,1.308435597051798
2009.02.23 00:00:00,1.28195,1.29911,1.2691,1.271,61570,1.286472893451099,1.306967534422316
2009.02.24 00:00:00,1.27085,1.2876,1.26616,1.28689,46207,1.286512617884328,1.306180180131244
2009.02.25 00:00:00,1.28681,1.28981,1.269,1.272,47840,1.285130463800106,1.304839780910412
2009.02.26 00:00:00,1.27204,1.28099,1.26815,1.2733,47282,1.284003752962001,1.303602926757062
2009.02.27 00:00:00,1.27333,1.27495,1.26035,1.26676,55835,1.282361490775144,1.302158106099923
2009.03.02 00:00:00,1.26169,1.26308,1.25449,1.2556,53372,1.279812777367987,1.300332298017573
2009.03.03 00:00:00,1.25565,1.26767,1.25205,1.25422,55432,1.277375369999607,1.298523972605119
2009.03.04 00:00:00,1.25415,1.26631,1.2456,1.2648,53293,1.27617771571393,1.297201463875506
2009.03.05 00:00:00,1.2649,1.2653,1.24801,1.25405,48501,1.274070314217366,1.295509249605879
2009.03.06 00:00:00,1.254,1.27541,1.2536,1.26535,52347,1.273239808101426,1.29432653393506
2009.03.09 00:00:00,1.26746,1.27262,1.25549,1.25907,46385,1.271890302567957,1.292943924761136
2009.03.10 00:00:00,1.25902,1.28216,1.25897,1.27041,51977,1.271749321371009,1.29206024143717
2009.03.11 00:00:00,1.27036,1.28636,1.26159,1.28222,50017,1.272746528859484,1.291674349616105
2009.03.12 00:00:00,1.28221,1.29446,1.27311,1.28873,55790,1.2742687642062,1.291558884925277
2009.03.13 00:00:00,1.28876,1.29565,1.2862,1.29286,51046,1.276039358091324,1.291609909045854
2009.03.16 00:00:00,1.28492,1.30706,1.28482,1.29711,47006,1.27804608589215,1.291825598887193
2009.03.17 00:00:00,1.29706,1.30412,1.29308,1.30354,54130,1.280474077711945,1.292284987166127
2009.03.18 00:00:00,1.30351,1.3534,1.29857,1.34907,57768,1.28700702269176,1.294511850414514
2009.03.19 00:00:00,1.34902,1.37376,1.34162,1.36562,69475,1.294493972911592,1.297300405300219
2009.03.20 00:00:00,1.36563,1.37256,1.35169,1.35811,54287,1.300552642158107,1.299685095288446
2009.03.23 00:00:00,1.36564,1.3735,1.34846,1.36216,40941,1.306420009571621,1.302135091551644
2009.03.24 00:00:00,1.36211,1.36775,1.34314,1.3492,50270,1.310494294374323,1.303980774235893
2009.03.25 00:00:00,1.34934,1.36287,1.34175,1.35781,45226,1.315000552052959,1.306091724265858
2009.03.26 00:00:00,1.35777,1.36393,1.34931,1.3532,48747,1.318638594714582,1.307939107627981
2009.03.27 00:00:00,1.35316,1.35906,1.32563,1.32866,51988,1.319593014265575,1.30875169164257
2009.03.30 00:00:00,1.32211,1.32852,1.31121,1.32008,45832,1.319639393859329,1.309195939029136
2009.03.31 00:00:00,1.32006,1.33421,1.31731,1.32426,53158,1.320079451587012,1.30978668651819
2009.04.01 00:00:00,1.32381,1.32855,1.31661,1.32331,49482,1.32038712286444,1.310317012537084
2009.04.02 00:00:00,1.32336,1.35167,1.32336,1.34644,47723,1.322868349258302,1.311733600280728
2009.04.03 00:00:00,1.34641,1.3494,1.33646,1.34849,39563,1.325308506471797,1.313175027720699
2009.04.06 00:00:00,1.35142,1.35806,1.33571,1.33996,44239,1.326703886807816,1.314225418790476
2009.04.07 00:00:00,1.33997,1.34076,1.32261,1.32671,45005,1.326704469016596,1.314715010210457
2009.04.08 00:00:00,1.32674,1.33076,1.31478,1.32658,44973,1.326692614824539,1.315180303927695
2009.04.09 00:00:00,1.32657,1.33349,1.31258,1.31571,46724,1.325646651507917,1.315201076322687
2009.04.10 00:00:00,1.31576,1.31875,1.30894,1.31866,14069,1.32498125612621,1.315336720388464
2009.04.13 00:00:00,1.31898,1.33915,1.31258,1.33677,24352,1.326103993638,1.316177241157544
2009.04.14 00:00:00,1.33676,1.33798,1.32253,1.32621,41340,1.326114089482,1.316570682680777
2009.04.15 00:00:00,1.32611,1.32953,1.31461,1.32121,40374,1.325647033340857,1.316752616693296
2009.04.16 00:00:00,1.32126,1.32676,1.3126,1.31793,46401,1.324912077784585,1.316798788587676
2009.04.17 00:00:00,1.31796,1.31966,1.30167,1.30426,43539,1.322945213233672,1.31630707138816
2009.04.20 00:00:00,1.30406,1.30481,1.28889,1.29246,41912,1.32004185959237,1.315371892118036
2009.04.21 00:00:00,1.29247,1.29934,1.28967,1.29464,45356,1.317622634869287,1.314558876740858
2009.04.22 00:00:00,1.29456,1.30359,1.28844,1.30021,42943,1.31596428869126,1.313996175692197
2009.04.23 00:00:00,1.30026,1.31596,1.29794,1.31336,41444,1.315716261196854,1.313971227625837
2009.04.24 00:00:00,1.31331,1.33004,1.31124,1.32411,42556,1.316515664892392,1.31436882654247
2009.04.27 00:00:00,1.32443,1.32443,1.29985,1.30171,46455,1.315105601569307,1.313872401972177
2009.04.28 00:00:00,1.30191,1.31655,1.29637,1.31353,43965,1.314955544276992,1.313858974443857
2009.04.29 00:00:00,1.31354,1.33402,1.31198,1.32521,48810,1.315932159107754,1.31430411270096
2009.04.30 00:00:00,1.32524,1.3385,1.31912,1.32236,50764,1.316544334430825,1.314620029849942
2009.05.01 00:00:00,1.32237,1.33278,1.32177,1.32701,30991,1.317541064485032,1.315105911032298
2009.05.04 00:00:00,1.32828,1.34244,1.32119,1.34165,37828,1.319837153581696,1.316146855697698
2009.05.05 00:00:00,1.3416,1.34366,1.32819,1.33106,51111,1.320905996097725,1.316731684886024
2009.05.06 00:00:00,1.33108,1.33735,1.32457,1.33116,56697,1.321882567897942,1.317297501165003
2009.05.07 00:00:00,1.33117,1.34683,1.32512,1.33863,53252,1.323477561431471,1.318134069746768
2009.05.08 00:00:00,1.33859,1.36501,1.33418,1.36326,49930,1.327266365104665,1.319903714070424
2009.05.11 00:00:00,1.36544,1.36674,1.3557,1.35771,45474,1.33016575890422,1.321386313518643
2009.05.12 00:00:00,1.35774,1.37068,1.35627,1.36448,48680,1.333433781865723,1.323076262008108
2009.05.13 00:00:00,1.36439,1.37211,1.35656,1.35901,58066,1.335869612164226,1.324485428203868
2009.05.14 00:00:00,1.35867,1.36641,1.35247,1.36342,53760,1.338493458624776,1.326012274156658
2009.05.15 00:00:00,1.36333,1.3649,1.34614,1.34947,57400,1.339538843517654,1.326932184974044
2009.05.18 00:00:00,1.34836,1.35626,1.34234,1.35555,55850,1.341063715563592,1.328054452229964
2009.05.19 00:00:00,1.35552,1.36674,1.35303,1.36273,65166,1.343127171224202,1.32941427763271
2009.05.20 00:00:00,1.36272,1.38295,1.35831,1.3764,66766,1.346296012059992,1.331256854980447
2009.05.21 00:00:00,1.3763,1.39227,1.37281,1.3903,64438,1.350486868054279,1.333572272432194
2009.05.22 00:00:00,1.39027,1.40495,1.38987,1.39974,76561,1.3551776425253,1.336167085277991
2009.05.25 00:00:00,1.40281,1.40351,1.39574,1.40144,40940,1.359583581332414,1.338726807423952
2009.05.26 00:00:00,1.40133,1.40217,1.38598,1.39891,92041,1.363328954538851,1.341086932623013
2009.05.27 00:00:00,1.39894,1.40002,1.38229,1.38352,89256,1.365251911249437,1.342750974480934
2009.05.28 00:00:00,1.38353,1.39826,1.37931,1.39325,93266,1.367918395892347,1.344731328422858
2009.05.29 00:00:00,1.39321,1.41678,1.39246,1.41597,91446,1.372494739140695,1.34752500181804
2009.06.01 00:00:00,1.41314,1.42453,1.40987,1.41512,86568,1.376554287793962,1.35017578606047
2009.06.02 00:00:00,1.41515,1.43308,1.41012,1.43068,96423,1.381709117527871,1.353332814058098
2009.06.03 00:00:00,1.43066,1.43378,1.41094,1.41447,105282,1.384829201572836,1.355730350761702
2009.06.04 00:00:00,1.41448,1.424,1.407,1.41755,102027,1.387945468089708,1.358154650731832
2009.06.05 00:00:00,1.41758,1.42665,1.39327,1.39673,100258,1.388782090176403,1.359667409526662
2009.06.08 00:00:00,1.39434,1.40017,1.38039,1.39019,81757,1.388916176826269,1.36086437385895
2009.06.09 00:00:00,1.39032,1.4101,1.38519,1.40746,87815,1.390682255223767,1.362691653315461
2009.06.10 00:00:00,1.40742,1.41432,1.39146,1.39656,92160,1.391242040440551,1.364019823773679
2009.06.11 00:00:00,1.39661,1.4171,1.39428,1.40962,98459,1.392992322303356,1.365808065978632
2009.06.12 00:00:00,1.40954,1.41281,1.39351,1.40153,88992,1.393805434464941,1.367208926136333
2009.06.15 00:00:00,1.39876,1.40008,1.37554,1.3786,90295,1.392357297849233,1.367655634915301
2009.06.16 00:00:00,1.37866,1.39321,1.37477,1.38345,98436,1.391508983768353,1.368275021781367
2009.06.17 00:00:00,1.38347,1.39839,1.38062,1.39424,94729,1.39176908055232,1.369293256221314
2009.06.18 00:00:00,1.39423,1.40005,1.38711,1.39049,78500,1.391647263356861,1.37012450107538
2009.06.19 00:00:00,1.39052,1.40112,1.38822,1.39372,74299,1.391844666846683,1.371049814758698
2009.06.22 00:00:00,1.39487,1.39491,1.38264,1.38561,83958,1.391250889051761,1.37162080241522
2009.06.23 00:00:00,1.38552,1.41074,1.38284,1.40737,98664,1.392786042475403,1.37302273173227
2009.06.24 00:00:00,1.40734,1.41375,1.38888,1.39292,97880,1.392798800334888,1.373803016762377
2009.06.25 00:00:00,1.39293,1.40127,1.38891,1.39952,76406,1.393438914588708,1.374811525908951
2009.06.26 00:00:00,1.39944,1.41173,1.39824,1.40551,80459,1.394588541770736,1.376015387638011
2009.06.29 00:00:00,1.40616,1.41024,1.39825,1.40722,74056,1.395791537792571,1.377239097926717
2009.06.30 00:00:00,1.40724,1.41513,1.40009,1.40352,86017,1.396527581812326,1.378269721537434
2009.07.01 00:00:00,1.40355,1.41965,1.40009,1.41529,77082,1.398314478782581,1.379721497163417
2009.07.02 00:00:00,1.41475,1.4153,1.39273,1.39511,90262,1.398009290327097,1.38032496786289
2009.07.03 00:00:00,1.39526,1.40274,1.39437,1.39797,46709,1.398005548391183,1.381016929907483
2009.07.06 00:00:00,1.39558,1.39977,1.3876,1.39732,71234,1.397940258068213,1.381656265989542
2009.07.07 00:00:00,1.39736,1.40498,1.39032,1.39182,82453,1.397357376347431,1.382054843793874
2009.07.08 00:00:00,1.39182,1.39376,1.38323,1.38741,83887,1.396410007171485,1.382264849919605
2009.07.09 00:00:00,1.3873,1.40715,1.38583,1.40236,81345,1.396976673155153,1.383052895020797
2009.07.10 00:00:00,1.40224,1.40294,1.38778,1.39353,77558,1.396648418568948,1.383463761882726
2009.07.13 00:00:00,1.39461,1.40004,1.38966,1.39871,83102,1.39684475965762,1.3840616535736
2009.07.14 00:00:00,1.39872,1.40141,1.39109,1.39716,63602,1.39687478254737,1.384575314217772
2009.07.15 00:00:00,1.39725,1.41338,1.39626,1.41011,73520,1.398135279447621,1.385576674444527
2009.07.16 00:00:00,1.41009,1.41652,1.40557,1.41406,84331,1.399651919500228,1.386693667603565
2009.07.17 00:00:00,1.41409,1.41467,1.40629,1.41008,77902,1.400645070024016,1.387610778677935
2009.07.20 00:00:00,1.41162,1.42479,1.4109,1.4227,79216,1.402745539545538,1.388986826572918
2009.07.21 00:00:00,1.42272,1.42767,1.41634,1.42133,79703,1.404515488160249,1.390255186315156
2009.07.22 00:00:00,1.42137,1.42568,1.41556,1.42055,77804,1.406042584525939,1.391443218224366
2009.07.23 00:00:00,1.42059,1.42907,1.4119,1.41515,85750,1.406909957428231,1.392372895941058
2009.07.24 00:00:00,1.41513,1.42527,1.41348,1.42016,71961,1.40817186624459,1.39346258629631
2009.07.27 00:00:00,1.42297,1.42969,1.41712,1.42421,64527,1.409699307554629,1.394668367225867
2009.07.28 00:00:00,1.4242,1.43036,1.41303,1.41714,73982,1.410407944930379,1.395549607726813
2009.07.29 00:00:00,1.41711,1.4194,1.40072,1.40334,81535,1.409734807317962,1.395855113306154
2009.07.30 00:00:00,1.40341,1.40946,1.40085,1.40652,74759,1.409428635192441,1.396273344156893
2009.07.31 00:00:00,1.40658,1.4278,1.40639,1.42561,73927,1.410969717555066,1.39742380124878
2009.08.03 00:00:00,1.42681,1.44435,1.42064,1.44192,78708,1.413917363502203,1.399168750219416
2009.08.04 00:00:00,1.44191,1.44308,1.4367,1.43973,75276,1.416375709835326,1.400759387465713
2009.08.05 00:00:00,1.43977,1.44465,1.43559,1.44131,69223,1.418750404136724,1.402349607565097
2009.08.06 00:00:00,1.44126,1.44309,1.43288,1.43539,66841,1.420335127552274,1.403645309229211
2009.08.07 00:00:00,1.43541,1.44118,1.41537,1.41825,55944,1.420136543975867,1.404218042200615
2009.08.10 00:00:00,1.4181,1.42184,1.41041,1.41455,47259,1.419604492168641,1.404623217016277
2009.08.11 00:00:00,1.41454,1.4185,1.41097,1.41482,63792,1.419148826247818,1.405023090858776
2009.08.12 00:00:00,1.41477,1.42463,1.40861,1.42022,79830,1.419250842795645,1.40561904808
2009.08.13 00:00:00,1.42031,1.43267,1.42011,1.4278,73807,1.420065048243679,1.406488889331765
2009.08.14 00:00:00,1.42771,1.4306,1.41599,1.42022,68700,1.420079805553805,1.407027364259931
